restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,postalCode_clean,latitude,longitude,region
Il Tino,via Monte Cadria 127,Fiumicino,54, Italy,€€€,Creative,"Enjoying an attractive location in the Nautilus Marina, overlooking the Tiber and the boats moored along it, this restaurant decorated in a modern, minimalist style represents a childhood dream for its chef, who learned his craft from observing his grandparents, both of whom were excellent cooks. Following years spent gaining experience abroad and in Italy, including an informative period with Gualtiero Marchesi at L’Albereta, Usai now creates contemporary cuisine with a strong regional character, prepared from top-quality seasonal ingredients and enhanced with cutting-edge techniques. His cuisine is also open to more exotic influences, including from Asia, the aesthetic quality of which reflects the chef’s own love for elegant presentation. The restaurant’s kitchen garden, visible from the steps leading into the dining room, provides the many herbs that are used skilfully by the chef to add colour and even more flavour to his delicious fish and seafood dishes. Excellent wine list, plus the highly recommended option of starting your meal with an intriguing cocktail!","['Air conditioning', 'Car park', 'Interesting wine list', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 06 562 2778,https://www.ristoranteiltino.com/,00054,41.8026902154185,12.228622463436123,Lazio
Punto G,via Gian Francesco Parravicini 34,Monza,20900, Italy,€€€,Contemporary,"Situated not far from the town centre, this restaurant has two different spaces – a ground-floor bistro, plus a gourmet dining room on the first floor, both beautifully maintained and decorated with simple elegance. Here, a young chef from Campania who has experience working both in Italy and abroad creates modern, elegant and contemporary cuisine. In the bistro, the choice of gourmet pizzas is a reminder of the chef’s origins.",['Air conditioning'],"['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 039 321592,https://www.ristorantepuntog.com,20900,45.57975969680102,9.276056080448088,Lombardia
Capriccio,via Filippo Turati 81,Augusta,96011, Italy,€€,Contemporary,"Young chef Graziano Accolla has returned to his native city where he serves creative cuisine of the highest quality, while at the same time raising Augusta’s gastronomic profile. Thanks to his experience in Michelin-starred restaurants, he offers highly interesting dishes which focus on the use of top-quality ingredients.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0931 967858,https://www.capriccioaugusta.it/,96011,37.2369363,15.2196575,Sicilia
Alla Pace,via Sauris di Sotto 38,Lauco,33020, Italy,€,"Friulian, Traditional Cuisine","Sauris is situated in a slightly secluded location which adds to its appeal. Occupying a beautiful 17C house near a charming little lake and picturesque mountain village, this restaurant has been run by the same family since 1804. This enchanting setting acts as the backdrop for a menu featuring delicious regional specialities.",['Interesting wine list'],"['Mastercard', 'Visa']",+39 0433 86010,https://www.ristoranteallapace.it/,33020,46.46663324834477,12.909685232190078,Friuli-Venezia Giulia
Kosmo Taste the Mountain,via Bondi 473/a,Livigno,23041, Italy,€€,"Alpine, Contemporary","Just a stone’s throw from the centre and also accessible from the ski slopes, this contemporary, Alpine-style restaurant boasts a spacious dining room and large picture windows. Traditional regional and mountain cuisine with a modern twist and a wine cellar focusing on mountain wines from producers working  sustainably.","['Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 346 115 2048,http://www.kosmotastethemountain.com,23041,46.53118800833333,10.134089391666667,Lombardia
Spin Ristorante-Enoteca,via Carlo Barabino 120 r,Genova,16129, Italy,€€,"Ligurian, Classic Cuisine","Originally a wine shop, it was then converted into a restaurant that also opens for happy hour: the interiors closely resemble those of a bistro and bottles of wine, especially Italian ones, and of spirits are spread about, while the cuisine focuses on mostly Ligurian flavors (brandacujun, Genoese stuffed pumpkin flowers, trofie al pesto,...) and Italian ones, with fish and meat. Quality regional and national food and wine products are also for sale.","['Air conditioning', 'Interesting wine list']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 010 594513,https://www.spinristorante-enoteca.com/,16129,44.401164968907565,8.950841702521009,Liguria
Apollinare,via Sant'Agata 14,Spoleto,6049, Italy,€€,Italian Contemporary,"Surrounded by walls dating back to the 13C, this intimate and romantic setting is typical of old Spoleto. With their exposed beams and stonework, the elegant dining rooms are the perfect backdrop for superb, traditional Umbrian cuisine, to which the chef adds a few fish dishes.","['Air conditioning', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0743 223256,https://www.ristoranteapollinare.it/,06049,42.74186379318182,12.723141381578948,Umbria
La Locanda del Borgo,località Monte Pugliano 1,Telese Terme,82037, Italy,€€€€,"Country cooking, Creative","Chef Luciano Villani creates menus that focus on simplicity, organic produce from the Sannio region and an uncompromising philosophy. The restaurant is situated within the Hotel Acquapetra Resort&Spa, once an old farmhouse transformed into a luxurious hamlet, where antique furnishings and modern cutting-edge facilities combine to ensure a delightful stay in elegant surroundings. The gourmet restaurant adds to its appeal, featuring cuisine that is delicious and always recognisably regional, albeit with the occasional influence from elsewhere. There are two tasting menus:
            
             Aqua
            
            (fish dishes only) and
            
             Petra
            
            (dedicated to meat dishes). Aperitifs and drinks are served in the charming bar next to the restaurant.","['Car park', 'Garden or park', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0824 941878,https://www.aquapetra.com/dining/la-locanda-del-borgo/,82037,41.21670815818182,14.525616292727273,Campania
Mirabelle,via di Porta Pinciana 14,Roma,187, Italy,€€€€,Italian Contemporary,"Without a shadow of a doubt, the view of Rome from this restaurant situated on the penultimate floor of the
           
            Splendide Royal
           
           hotel has few equals: from Villa Medici to Trinità dei Monti, and St Peter’s to the Gianicolo, the only way to enjoy a better view is to head up a floor to the hotel’s new Adèle lounge bar for an aperitif or after-dinner drink. Excellent service (especially in the evening) and modern yet traditionally influenced cuisine make this one of Rome’s best fine-dining restaurants.","['Air conditioning', 'Great view', 'Interesting wine list', 'Terrace']","['Amex', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 06 4216 8838,https://www.mirabelle.it,00187,41.904525754936856,12.485457013949484,Lazio
Aimo e Nadia BistRo,via Matteo Bandello 14,Milano,20121, Italy,€€€,Italian Contemporary,"This bistro with a small yet charming and original dining room is a simpler and more informal version of the famous starred restaurant. The focus is the same, with an emphasis on Italian ingredients used in dishes which bring out their full flavour and integrity.",['Air conditioning'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 02 4802 6205,https://www.aimoenadia.com/bistro-aimo-e-nadia,20121,45.47222398448629,9.188271295292672,Lombardia
Stefano Paganini alla Corte degli Alfieri,piazza Raimondo 2,Alba,12050, Italy,€€,Modern Cuisine,"Occupying a superb 17C castle, this restaurant has two dining rooms: one is decorated with works by local artists which change throughout the year, while the other, more romantic in feel, is adorned with roses and boasts splendid frescoed ceilings. There’s no choice here, just a tasting menu (although guests can select just a few courses if they wish), but the cuisine is of excellent quality and offers good value for money.","['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0173 66244,https://www.stefanopaganini.it/,12050,44.70288025244755,8.053961726573426,Piemonte
Lord Nelson,corso Valparaiso 27,Chiavari,16043, Italy,€€€,"Seafood, Classic Cuisine","Situated right on the seafront, this restaurant plunges its guests back in time with its polished wood, mirrors and classic decor giving it the feel of an English galleon. Mediterranean cuisine made from top-quality ingredients takes centre stage here, while the extensive wine list features some vintage labels. The American bar offering a good selection of cocktails is perfect for the winter months.",['Great view'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0185 302595,https://www.thelordnelson.it,16043,44.31719783318777,9.325890238864629,Liguria
Osteria de Börg,via Forzieri 12,Rimini,47921, Italy,€,"Cuisine from Romagna, Traditional Cuisine","Borgo San Giuliano is situated just a stroll from the sea in old Rimini, a district of narrow alleyways and brightly painted houses that once provided homes for local fishermen. It is also home to this excellent osteria-style restaurant with an outdoor space on the small square for summer meals and two smart dining rooms decorated with rustic vintage furnishings. This is the setting for typical Romagna cuisine which features top-quality cured hams, fresh home-made pasta (don’t miss the cappelletti in chicken broth) and meat including Mora Romagnola pork in various dishes.",['Terrace'],"['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 0541 56074,https://www.osteriadeborg.it/,47921,44.06528193911066,12.567953606703723,Emilia-Romagna
Macelleria Motta,strada Padana Superiore 90,Pozzuolo Martesana,20060, Italy,€€,"Meats and Grills, Italian","Motta has established a reputation for quality, especially for its meat which is carefully sourced from farms in the Piedmont region. Some of the excellent options on the menu are aged in a large fridge near the entrance, along with different types of delicious salumi which are produced and cured by the restaurant. Various types of meat feature here, cured or cooked using classic methods with the occasional modern touch. Piedmontese beef is one of the highlights, with different cuts grilled on the barbecue or served boiled. Enjoy alfresco dining in a typical Lombardy courtyard in summer.","['Car park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 02 9578 4123,https://www.ristorantemacelleriamotta.it,20060,45.5190302896329,9.457495026376614,Lombardia
Terra The Magic Place,località Prati 21,Sarentino,39058, Italy,€€€€,"Creative, Regional Cuisine","At the end of the long uphill road through the woods, there is Terra, a magical place in a fairy-tale landscape, where you can enjoy a romantic and refined atmosphere combining the tradition of wood with modern elements, such as the wine cellar suspended over the room. The patron Heinrich Schneider has become a great chef starting out from being self taught. Study and application, together with a great love for and attachment to the mountains, did the rest. The gastronomic experience is offered through a single organized tasting menu in which, with a good pace, you can enjoy little masterpieces of aesthetics and taste. The locally sourced beef is splendid: a double tasting based on braised meat with a glaze of garbanzo beans, stellaria and liquid gnocchi, potatoes and charcoal-grilled tenderloin with a glaze of spices, pimpernel oil and scorzonera. For the wines, you need only trust in the completeness of the list (alcohol-free wines too) and the enthusiastic expertise of Gisela, the chef's sister. Being in a rather isolated position, you may like to take advantage of the exclusive private resort that completes a truly unique experience.","['Car park', 'Garden or park', 'Interesting wine list']","['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 0471 623055,https://www.terra.place/,39058,46.69535665,11.387392520694535,Trentino-Alto Adige
